creddebt,othdebt,default,homeown,address,cars,carvalue,edcat3,edcat4,edcat5,income
2.073464,1.476209,1,1,15,2,11.3,1,0,0,2.435041821647632
1.422096,0.9823265,1,1,0,1,11.3,0,0,0,2.0298559693409404
0.901968,2.366032,1,1,7,2,24.4,0,0,0,2.784949218215684
2.073464,4.4213445,0,1,9,2,33.9,0,1,0,3.183213706404368
2.073464,4.4213445,1,1,24,4,20.0,0,1,0,2.8639109822820368
0.594125,1.830875,0,1,6,1,13.3,0,0,0,2.48383059850252
0.5544,1.8456,1,1,0,3,11.3,0,0,0,2.46003030879136
1.11072,4.4213445,0,1,9,4,28.4,0,1,0,2.884117573346206
2.073464,3.357288,1,0,27,2,18.9,0,1,0,2.6893116971750457
0.3876075,1.218048,0,1,24,5,11.6,0,1,0,2.506543444863037
1.215297,1.565703,1,0,5,2,11.3,0,0,0,2.5282575874854296
0.3876075,0.9823265,0,1,7,4,20.4,0,0,0,2.657931590812515
0.64468,2.19532,0,0,4,3,21.7,0,1,0,2.7463679525813456
0.47736,3.03264,0,1,11,3,33.9,0,0,0,3.085363236922936
1.54036,2.33964,0,1,41,3,18.6,0,0,0,2.7463679525813456
1.50336,3.68064,0,1,16,3,16.5,0,0,0,2.842736942103692
2.073464,4.36674,0,1,22,2,33.9,0,0,0,3.0600053518353385
0.995078,3.185922,1,1,5,2,20.7,0,1,0,2.704246861378462
0.3876075,1.44484,0,1,21,4,11.3,0,0,0,2.351708521806686
1.100736,2.931264,0,1,8,2,31.2,0,1,0,2.9219351260234374
0.461384,0.9823265,0,1,0,1,11.7,0,0,0,2.408750132704112
0.3876075,1.50903,0,0,25,3,11.3,0,0,0,1.8360113070546324
0.3876075,1.071799,1,1,0,4,11.3,0,1,0,2.2523032588823373
2.073464,3.389052,0,1,22,4,33.9,1,0,0,3.0600053518353385
0.3876075,0.9823265,0,1,1,2,11.3,0,0,0,2.173867546507328
2.073464,0.9823265,0,0,22,1,11.3,1,0,0,1.9722154322948249
0.714,2.856,0,0,30,2,22.6,1,0,0,2.673883628868984
2.073464,4.11777,0,1,17,1,33.9,1,0,0,3.3851308931794986
1.8876,4.4213445,1,0,2,3,16.3,0,1,0,2.5881508887538
0.43362,0.9823265,1,1,21,3,15.6,0,0,0,2.641421570789816
0.3876075,1.227776,0,1,23,2,17.2,0,0,1,2.6243162309641788
2.073464,4.4213445,1,0,0,5,27.0,0,0,0,2.784949218215684
1.557836,2.214164,0,0,13,2,30.2,0,0,0,2.820505816466207
2.073464,4.4213445,1,0,3,2,33.9,0,1,0,3.0259567506545086
2.073464,2.487024,0,1,21,1,15.4,0,0,0,2.46003030879136
1.0272,3.2528,0,1,9,5,17.3,0,0,0,2.7463679525813456
2.073464,0.9823265,0,1,8,2,20.0,0,0,0,2.5881508887538
0.3876075,0.9823265,0,1,12,2,11.3,0,0,0,2.657931590812515
0.66671,2.52329,1,0,16,2,33.9,0,1,0,2.9396780889085123
0.3876075,1.579977,0,0,29,2,11.3,0,0,0,2.381023211425735
0.9072,4.4213445,0,1,27,3,32.7,0,0,0,2.8639109822820368
2.073464,4.4213445,1,0,3,1,33.9,0,0,0,3.0467182124453904
1.005372,2.846628,1,1,12,3,33.9,0,1,0,3.232988582597971
1.9747,4.4213445,0,1,12,6,33.9,0,0,0,3.158333840277581
0.3876075,0.9823265,1,1,0,2,11.3,0,0,0,2.08213820289468
0.3876075,1.383525,0,1,15,2,21.4,1,0,0,2.732749924868649
2.073464,4.4213445,1,1,10,3,33.9,1,0,0,3.5089630804739183
2.073464,4.4213445,0,0,21,5,28.8,0,1,0,2.973110644253181
1.204224,3.499776,1,1,24,3,21.1,0,0,0,2.6243162309641788
2.073464,4.4213445,1,0,5,1,31.3,1,0,0,2.8089624323150884
2.073464,4.4213445,0,0,18,1,33.9,0,0,1,3.404496435385345
2.073464,4.4213445,0,1,17,3,32.8,0,0,0,3.0914657162754544
0.68991,4.4213445,0,1,21,2,11.3,0,0,0,2.5689952186268696
2.073464,4.3989,0,0,18,1,14.2,0,0,0,2.6065744664362365
2.073464,1.262718,0,0,32,2,27.9,0,0,0,2.9396780889085123
2.073464,4.4213445,1,1,17,2,33.9,0,1,0,3.3586313119258304
0.3876075,0.9823265,0,1,4,2,13.0,0,0,0,2.48383059850252
2.073464,4.4213445,0,1,28,1,33.9,1,0,0,3.7785961790466
0.962676,2.183324,0,1,4,3,11.3,0,1,0,2.408750132704112
0.914562,4.4213445,0,1,30,1,33.9,0,1,0,3.379404538515818
0.59826,0.9823265,0,1,26,2,33.9,0,0,0,3.569659002724904
0.3876075,0.9823265,0,1,29,2,11.3,0,0,0,2.3206286159024154
0.3876075,3.858354,0,1,18,2,14.5,0,0,0,2.5282575874854296
1.12176,4.4213445,1,1,23,4,33.9,1,0,0,3.109245011857629
0.455184,0.9823265,0,1,3,3,14.2,0,0,0,2.5689952186268696
0.3876075,1.5477,0,0,24,1,33.9,0,1,0,3.066492470991257
0.592704,2.053296,1,1,0,2,11.3,0,0,0,2.287575489231605
1.020408,0.9823265,0,0,28,5,11.3,0,0,0,2.2523032588823373
0.3876075,3.09636,0,1,21,2,29.5,0,0,0,2.9034356629117
0.73968,4.4213445,0,0,10,2,14.3,0,0,1,2.842736942103692
2.073464,3.674664,0,1,21,7,17.4,0,0,0,2.820505816466207
2.073464,2.04848,1,1,17,3,15.6,0,0,0,2.673883628868984
0.3876075,0.9823265,0,1,48,1,11.3,0,0,0,1.9080988606101053
2.073464,4.4213445,0,0,42,1,20.7,0,0,1,2.8534502238266977
0.3876075,1.3335,0,1,22,4,11.3,0,1,0,2.0298559693409404
0.62604,3.81396,0,1,41,1,33.9,1,0,0,3.4707727225357226
2.073464,4.4213445,0,1,26,2,33.9,0,0,0,3.120680732210223
0.47616,4.4213445,0,1,18,3,33.9,0,0,0,3.097478579611526
2.073464,1.447788,1,1,25,3,26.0,0,1,0,2.831759586179901
1.05096,1.26904,0,1,23,1,33.9,1,0,0,3.097478579611526
0.3876075,2.28816,0,0,21,1,11.3,1,0,0,2.287575489231605
0.58275,2.04225,0,1,12,2,17.7,0,0,0,2.673883628868984
0.74415,0.9823265,0,1,6,1,12.6,0,0,0,2.5881508887538
0.466128,1.405872,1,0,0,2,11.3,0,0,0,2.287575489231605
0.76398,2.80602,1,1,3,4,16.7,0,1,0,2.673883628868984
0.3876075,0.9823265,1,1,5,2,14.0,0,0,1,2.6065744664362365
0.597632,4.4213445,0,0,15,2,18.5,0,0,0,2.6243162309641788
0.41975,2.45525,1,0,7,3,11.8,0,0,0,2.435041821647632
0.3876075,0.9823265,0,0,6,3,19.1,0,0,0,2.6243162309641788
0.3876075,3.745728,1,1,9,1,17.1,0,0,0,2.6243162309641788
0.3876075,0.9823265,0,0,9,3,27.4,0,1,0,2.956720021331736
0.57372,0.9823265,0,0,3,3,12.1,0,0,0,2.46003030879136
0.478074,3.227926,0,1,28,1,33.9,0,1,0,3.241395152747207
0.483225,0.9823265,0,0,22,1,11.3,0,0,1,2.2523032588823373
0.3876075,0.9823265,0,1,21,1,12.1,1,0,0,2.5881508887538
0.48906,2.01894,0,1,19,2,28.7,0,1,0,3.0041125352652767
0.569088,2.166912,0,1,26,2,33.9,0,0,0,3.07287928386884
1.03208,1.09592,0,0,17,2,14.5,0,0,0,2.7187175674665944
2.073464,4.4213445,0,1,34,4,33.9,0,0,0,3.5433865981309154
0.535815,2.299185,0,1,4,3,11.7,0,1,0,2.381023211425735
0.591514,1.179486,1,0,3,6,15.4,0,1,0,2.435041821647632
0.3876075,1.373328,0,1,10,2,31.1,0,0,1,2.8741300447498843
2.073464,4.4213445,0,1,12,4,24.1,0,0,0,2.988894688880724
1.97802,2.90598,1,0,12,4,33.9,0,0,1,3.0600053518353385
2.073464,4.4213445,0,0,22,3,33.9,1,0,0,3.4839683288435928
0.529452,0.9823265,0,0,25,2,12.5,0,0,0,2.408750132704112
1.58379,3.52521,0,1,36,5,11.3,0,0,0,2.732749924868649
0.3876075,1.853478,0,0,32,2,11.3,0,0,0,1.8360113070546324
0.3876075,2.21368,0,1,29,2,25.3,0,0,0,2.7463679525813456
0.845064,3.510936,0,1,15,2,15.8,0,0,0,2.641421570789816
2.073464,4.4213445,0,0,8,3,33.9,0,0,0,3.1479307227755298
1.961256,0.9823265,0,0,8,2,16.0,0,0,0,2.657931590812515
1.562792,1.741208,1,1,4,2,24.6,0,0,0,2.9482834511749685
0.80949,2.82051,0,1,9,2,11.3,0,0,1,2.5881508887538
0.403824,0.9823265,0,0,13,1,11.3,0,0,0,2.46003030879136
2.073464,4.4213445,0,1,17,6,33.9,0,1,0,3.412491269887164
0.821712,0.9823265,0,0,15,2,20.9,0,1,0,2.8938831177615123
1.5888,3.2112,0,0,27,2,17.8,0,1,0,2.5881508887538
2.073464,4.4213445,0,0,16,2,33.9,1,0,0,3.2156106593820404
1.517568,0.9823265,1,0,0,3,14.4,0,0,0,2.46003030879136
0.3876075,0.9823265,0,0,14,2,11.3,0,0,0,1.8360113070546324
1.043868,1.149132,1,0,0,1,11.3,0,0,0,2.2523032588823373
2.073464,4.4213445,1,0,15,4,24.6,0,0,0,2.8534502238266977
2.073464,4.4213445,0,1,11,2,33.9,0,1,0,3.1479307227755298
2.073464,4.4213445,0,1,18,2,33.9,0,0,0,3.0534149632565373
0.3876075,1.152,0,1,6,2,11.3,0,0,0,2.46003030879136
0.775462,4.4213445,0,0,11,2,25.9,0,0,1,2.784949218215684
2.073464,4.4213445,0,1,24,2,33.9,0,0,0,3.0791686310061497
0.3876075,1.424704,1,0,3,2,11.3,0,1,0,2.2145185330389654
0.412672,2.915328,0,0,24,2,12.3,0,0,0,2.6243162309641788
0.3876075,1.6368,0,0,12,3,33.9,1,0,0,2.973110644253181
0.487296,2.968704,0,1,7,4,11.3,0,0,0,2.6243162309641788
0.3876075,0.9823265,0,1,6,3,11.3,0,0,0,2.3206286159024154
0.3876075,1.22915,0,0,40,2,11.3,0,0,0,2.506543444863037
0.486912,1.049088,0,1,11,2,12.2,0,0,0,2.6243162309641788
1.708798,4.4213445,0,1,8,2,33.9,0,0,0,3.158333840277581
0.591584,0.9823265,1,0,4,1,11.3,0,1,0,2.3206286159024154
0.3876075,0.9823265,0,0,4,1,11.3,0,0,0,2.351708521806686
1.06786,1.07214,0,0,35,1,33.9,0,0,0,3.232988582597971
0.3876075,0.9823265,0,1,6,1,11.3,0,1,0,2.08213820289468
0.3876075,1.28064,0,0,37,1,11.3,0,0,0,2.435041821647632
2.073464,4.4213445,1,1,9,3,33.9,1,0,0,3.3646866072077444
0.602952,2.505048,0,1,17,1,15.2,1,0,0,2.704246861378462
0.4466,0.9823265,0,1,33,4,15.4,0,0,0,2.5689952186268696
0.3876075,1.790019,0,1,10,5,11.3,0,0,0,2.5282575874854296
2.073464,4.4213445,0,0,12,4,17.8,0,0,0,2.784949218215684
0.3876075,1.822,0,1,49,4,11.3,0,1,0,1.9080988606101053
2.073464,4.4213445,0,1,18,2,33.9,0,1,0,3.390769286696796
0.3876075,3.45744,0,0,28,1,11.3,0,0,0,2.549051568126432
0.405504,3.818496,1,0,7,3,11.3,0,0,0,2.46003030879136
0.3876075,1.05564,0,0,11,1,11.3,0,1,0,2.173867546507328
0.47795,1.26005,0,1,6,1,11.3,0,1,0,2.408750132704112
0.976128,4.4213445,0,0,33,3,14.9,0,0,0,2.6243162309641788
2.073464,4.4213445,1,0,6,6,33.9,0,1,0,3.299201286430271
1.25424,4.4213445,0,0,16,3,18.3,0,1,0,2.8089624323150884
2.073464,4.4213445,1,1,14,2,33.9,0,0,1,3.4228843083944147
0.92796,4.08804,0,0,26,1,11.3,0,0,0,2.797115291190978
1.312974,2.314026,0,1,10,4,17.4,0,0,0,2.732749924868649
2.073464,3.30225,0,0,52,3,33.9,0,0,0,3.6002657366500834
0.3876075,0.9823265,0,0,12,1,21.3,1,0,0,2.732749924868649
2.073464,4.4213445,0,0,9,2,33.9,0,0,0,3.153166054214132
0.3876075,0.9823265,0,1,1,2,11.3,1,0,0,2.287575489231605
0.645964,0.9823265,0,0,27,3,11.3,0,1,0,1.9722154322948249
1.234948,3.083052,1,0,16,4,16.7,0,0,0,2.657931590812515
0.73542,4.4213445,1,1,2,2,19.3,1,0,0,2.657931590812515
2.073464,0.9823265,0,0,13,3,33.9,0,1,0,3.2536727448749088
0.3876075,1.156532,0,0,3,1,11.3,0,1,0,2.435041821647632
0.799755,3.523245,1,0,6,2,18.3,1,0,0,2.641421570789816
0.3876075,0.9823265,0,1,6,2,11.3,1,0,0,2.381023211425735
0.521136,1.546864,0,1,18,3,25.7,0,0,0,2.831759586179901
0.3876075,0.9823265,0,1,21,2,24.3,0,1,0,2.8534502238266977
0.923175,1.551825,0,0,0,3,12.1,0,0,0,2.48383059850252
0.3876075,0.9823265,0,1,6,1,15.8,0,0,0,2.641421570789816
0.3876075,0.9823265,0,1,5,2,16.1,0,0,0,2.657931590812515
1.0863,1.4637,0,1,32,2,31.8,0,0,0,2.8639109822820368
2.073464,1.331616,0,0,14,1,11.3,0,1,0,2.46003030879136
0.65664,1.50336,0,0,14,3,12.6,1,0,0,2.8089624323150884
2.073464,4.4213445,0,1,30,3,33.9,0,0,0,3.257680096395127
0.761211,2.505789,0,1,11,2,13.1,0,0,0,2.5282575874854296
1.311728,1.240272,0,0,8,3,33.9,0,0,0,2.9396780889085123
2.073464,4.4213445,0,1,21,1,33.9,0,1,0,3.257680096395127
0.3876075,0.9823265,0,0,14,2,13.9,0,0,1,2.5881508887538
2.051577,2.249423,1,1,22,2,11.3,0,0,0,2.435041821647632
0.3876075,4.4213445,0,1,29,4,19.8,0,0,0,2.6243162309641788
1.1152,1.6728,0,0,14,4,11.3,0,0,0,2.2523032588823373
1.029882,2.008118,0,1,21,1,31.1,0,1,0,2.973110644253181
0.3876075,0.9823265,0,0,9,1,16.1,0,0,0,2.549051568126432
0.3876075,1.4297,0,1,20,2,13.7,0,0,0,2.351708521806686
0.829056,4.4213445,0,1,29,2,33.9,0,0,0,3.486120468237395
0.91872,0.9823265,0,1,16,1,31.5,0,0,0,2.8089624323150884
0.414882,1.691118,0,1,50,4,31.3,1,0,0,2.9034356629117
0.3876075,3.96808,0,0,36,3,11.3,0,0,0,2.2145185330389654
1.991175,1.483825,1,0,0,1,11.3,1,0,0,2.48383059850252
2.073464,4.4213445,0,0,13,3,33.9,0,0,0,3.131802584847892
0.3876075,1.356608,1,1,7,2,15.2,0,0,0,2.6243162309641788
0.71928,0.9823265,0,1,13,3,11.3,1,0,0,2.46003030879136
2.073464,1.807185,0,1,9,3,30.2,0,0,0,2.8741300447498843
2.073464,4.4213445,1,0,31,1,33.9,0,1,0,3.0259567506545086
0.3876075,1.138816,0,0,3,2,16.2,0,1,0,2.549051568126432
2.073464,4.4213445,0,1,17,1,33.9,0,0,1,3.4639859778007764
1.846152,1.717848,1,1,4,2,12.4,0,0,0,2.408750132704112
1.158144,1.337856,0,1,31,2,17.9,0,0,0,2.732749924868649
0.42568,0.9823265,0,0,13,2,18.6,1,0,0,2.657931590812515
0.3876075,0.9823265,1,0,0,2,11.3,0,0,0,2.3206286159024154
0.3876075,0.9823265,0,0,6,2,12.0,1,0,0,2.408750132704112
1.35936,1.47264,0,1,13,4,33.1,0,1,0,2.842736942103692
0.3876075,0.9823265,1,1,0,1,11.3,0,0,0,2.1299186755973434
0.3876075,0.9823265,0,1,29,4,11.3,0,0,0,2.1299186755973434
2.073464,1.988514,0,1,17,1,33.9,0,1,0,3.1150031281135577
0.72896,1.95104,0,1,32,3,29.5,0,0,0,3.0115206977931366
0.3876075,2.9952,0,1,20,3,19.4,0,1,0,2.6243162309641788
0.3876075,1.10397,0,0,30,4,11.3,0,0,0,2.173867546507328
2.073464,4.4213445,1,0,2,2,19.6,0,1,0,2.842736942103692
2.073464,4.4213445,0,1,28,2,33.9,0,0,0,3.437934069511869
2.073464,4.4213445,0,1,25,2,33.9,0,1,0,3.5089630804739183
0.482365,1.870635,0,0,26,2,11.3,0,0,0,2.08213820289468
0.3876075,0.9823265,0,0,7,1,11.3,0,0,0,2.173867546507328
0.84672,4.4213445,0,1,45,2,33.9,0,0,0,3.0467182124453904
1.652992,1.163008,0,1,4,3,16.5,1,0,0,2.797115291190978
2.073464,4.4213445,0,1,36,2,33.9,0,0,0,3.339849707146771
2.073464,4.4213445,1,0,6,3,21.6,0,0,0,3.2655718820658013
0.3876075,0.9823265,1,0,13,1,11.3,0,1,0,2.48383059850252
0.3876075,0.9823265,0,1,44,1,13.5,0,0,0,2.435041821647632
1.19462,4.4213445,0,0,23,2,25.4,0,0,0,2.8938831177615123
0.541842,2.251158,0,1,8,3,11.4,0,0,0,2.381023211425735
0.9734,2.9516,1,0,5,4,14.6,1,0,0,2.48383059850252
0.883596,4.4213445,0,0,5,1,22.2,0,1,0,2.772447904688752
0.3876075,0.9823265,0,0,17,3,11.3,1,0,0,1.9080988606101053
0.3876075,4.080375,0,1,13,2,15.1,0,0,0,2.5282575874854296
0.3876075,0.9823265,0,1,21,1,11.3,0,0,0,2.2145185330389654
2.073464,4.4213445,1,1,23,2,33.9,0,0,0,3.4428139938146787
0.3876075,0.9823265,0,1,12,2,26.0,0,1,0,2.6893116971750457
1.0962,3.2538,0,0,21,4,15.3,0,0,0,2.5689952186268696
0.3876075,1.116828,0,0,2,2,11.3,0,0,0,2.287575489231605
1.104964,4.4213445,0,1,29,3,33.9,0,1,0,3.3300920970241816
2.073464,4.4213445,1,0,9,3,33.9,0,1,0,3.1734476498477817
0.3876075,0.9823265,0,0,28,2,18.0,0,0,0,2.673883628868984
1.14478,2.22222,0,0,23,4,18.8,0,0,0,2.704246861378462
2.073464,4.4213445,1,1,9,3,26.8,0,1,0,2.8534502238266977
0.3876075,1.89405,0,1,9,2,12.8,0,1,0,2.5881508887538
0.96614,0.9823265,0,1,24,2,16.8,0,0,0,2.549051568126432
1.189608,4.4213445,1,0,5,2,11.3,0,1,0,2.549051568126432
2.073464,2.587209,0,1,19,1,24.4,0,0,0,2.831759586179901
2.073464,2.244242,0,0,7,1,23.5,0,0,0,2.9482834511749685
0.402597,3.224403,0,0,3,4,13.2,0,0,0,2.6065744664362365
0.3876075,0.9823265,0,0,7,2,17.4,0,0,0,2.506543444863037
2.073464,4.4213445,0,1,31,1,33.9,0,1,0,3.07287928386884
0.975744,1.796256,1,1,4,3,16.8,1,0,0,2.772447904688752
2.073464,4.4213445,0,1,34,2,33.9,0,1,0,3.417725048151872
1.104312,1.997688,0,0,14,3,15.3,1,0,0,2.641421570789816
2.073464,4.4213445,1,1,30,1,33.9,0,0,1,3.739948878573082
0.3876075,0.9823265,0,1,4,2,12.8,1,0,0,2.549051568126432
2.073464,2.424,0,1,29,1,33.9,0,0,0,3.576336425912074
0.3876075,0.9823265,0,1,38,3,14.1,0,0,0,2.6243162309641788
1.241954,0.9823265,1,1,4,2,11.3,0,0,0,2.3206286159024154
0.721968,0.9823265,0,0,3,1,11.9,0,1,0,2.506543444863037
2.073464,4.4213445,0,0,13,2,13.7,0,0,1,2.6065744664362365
0.914382,1.563618,0,1,5,3,11.3,0,0,0,2.381023211425735
0.875265,2.091735,0,0,9,2,25.1,0,1,0,2.784949218215684
2.073464,1.10376,1,0,19,3,27.1,0,1,0,2.772447904688752
1.964004,2.361996,0,1,9,1,18.6,1,0,0,2.772447904688752
0.991809,4.4213445,0,1,25,3,33.9,1,0,0,3.37358764182692
2.073464,1.29056,0,0,0,2,13.7,0,0,0,2.6243162309641788
0.77744,1.48256,0,1,36,4,11.3,0,0,0,2.351708521806686
0.667016,1.740984,0,0,1,3,17.6,1,0,0,2.784949218215684
2.073464,1.10166,1,0,18,2,16.6,0,0,0,2.673883628868984
0.92796,1.51404,1,0,0,2,11.3,0,0,0,2.408750132704112
0.3876075,0.9823265,0,1,15,2,33.9,0,0,0,3.0115206977931366
1.144644,4.4213445,0,0,30,2,33.9,0,1,0,3.4616946265611497
1.748208,3.067792,0,1,32,2,27.7,1,0,0,2.9219351260234374
0.577174,0.9823265,0,1,20,2,33.9,1,0,0,3.0914657162754544
1.835584,0.9823265,1,1,2,2,25.3,1,0,0,2.988894688880724
0.3876075,3.00024,0,0,51,2,12.4,0,0,0,2.287575489231605
2.073464,4.4213445,1,1,11,2,21.9,1,0,0,2.9810758698845845
0.749952,0.9823265,0,1,3,1,12.0,1,0,0,2.381023211425735
2.073464,1.885298,0,0,5,4,33.9,0,0,0,3.0600053518353385
1.487772,1.878228,0,1,37,2,22.3,0,0,0,2.8741300447498843
1.507044,0.9823265,0,1,52,3,11.3,0,0,0,2.408750132704112
0.98362,0.9823265,0,0,13,3,11.3,0,0,0,2.408750132704112
2.073464,4.4213445,0,1,52,3,33.9,0,1,0,3.220028180478749
1.17978,4.4213445,0,1,32,1,33.4,0,1,0,3.0329925585919573
0.3876075,0.9823265,0,1,11,2,23.6,0,0,0,2.956720021331736
2.073464,4.4213445,1,1,17,2,33.9,0,0,0,3.1880079761019804
1.44144,3.17856,0,1,14,2,16.5,1,0,0,2.5881508887538
0.3876075,2.193915,0,1,7,1,24.5,0,0,0,2.704246861378462
1.56176,4.4213445,0,1,26,1,33.9,1,0,0,3.4403823210693734
1.51504,1.20496,0,1,22,2,33.9,0,1,0,3.097478579611526
0.6068,0.9823265,0,1,35,1,26.3,0,0,0,2.759593793940161
1.01712,1.59088,1,0,2,1,11.3,0,0,0,2.2145185330389654
0.3876075,0.9823265,0,1,7,2,11.5,0,0,0,2.381023211425735
0.3876075,1.22985,0,0,13,2,15.3,0,0,0,2.5282575874854296
2.073464,4.4213445,0,1,19,2,33.9,1,0,0,3.1783607139418644
1.302548,0.9823265,1,1,2,3,13.0,0,1,0,2.506543444863037
0.3876075,1.920744,0,1,0,3,11.3,0,0,0,2.1299186755973434
0.46494,1.74906,0,0,31,2,11.3,1,0,0,2.287575489231605
2.073464,4.4213445,0,1,42,3,33.9,0,1,0,3.3200738081569137
0.8316,4.4213445,0,0,28,3,33.9,0,0,0,3.0329925585919573
1.33903,1.25097,1,0,5,1,19.1,0,1,0,2.673883628868984
1.550016,1.761984,0,0,9,3,27.5,0,0,0,2.842736942103692
1.041141,3.351859,1,1,17,2,14.9,1,0,0,2.435041821647632
2.073464,4.4213445,0,0,23,5,33.9,0,1,0,3.3462160746446403
0.3876075,0.9823265,0,1,1,1,33.9,0,0,0,3.220028180478749
0.3876075,1.12896,0,0,4,2,11.3,0,1,0,1.9080988606101053
0.3876075,0.9823265,0,0,5,3,16.3,1,0,0,2.673883628868984
1.38272,3.38528,1,1,9,1,16.4,0,0,0,2.6243162309641788
0.82954,3.53646,0,1,28,3,28.2,1,0,0,2.9482834511749685
1.823472,0.9823265,0,0,25,2,11.3,0,0,0,2.287575489231605
0.3876075,1.589364,0,1,40,3,12.8,1,0,0,2.549051568126432
1.006848,4.4213445,0,0,4,2,14.6,0,0,1,2.6893116971750457
2.028132,4.4213445,1,0,8,2,31.6,0,1,0,2.9034356629117
2.073464,1.09888,0,0,8,1,13.9,0,0,0,2.7463679525813456
2.073464,4.4213445,1,1,25,2,33.9,0,0,1,3.5266019260960304
0.3876075,1.198876,0,0,2,2,11.3,0,1,0,2.1299186755973434
0.461125,2.513875,0,0,21,3,11.3,0,1,0,2.673883628868984
2.073464,4.4213445,0,0,29,1,33.9,0,1,0,3.628316439781555
2.073464,4.4213445,1,1,24,3,33.9,0,0,0,3.4707727225357226
0.756,1.869,0,0,8,3,11.3,1,0,0,2.48383059850252
0.3876075,0.9823265,0,1,3,2,11.3,1,0,0,2.2145185330389654
0.3876075,0.9823265,0,1,21,5,27.5,0,0,0,2.8089624323150884
1.680426,3.977574,1,1,27,2,33.4,1,0,0,3.0259567506545086
2.073464,4.4213445,0,1,36,1,33.9,0,0,0,3.654180917232573
0.3876075,0.9823265,0,0,23,3,11.3,0,0,0,2.287575489231605
2.073464,2.64264,0,0,21,1,33.9,1,0,0,3.288317486989976
0.809172,1.584828,0,1,33,2,22.9,0,0,0,2.772447904688752
1.314768,4.4213445,0,1,24,1,33.9,0,0,0,3.3166741919469818
0.3876075,0.9823265,0,1,19,3,13.6,0,0,0,2.641421570789816
2.073464,4.4213445,0,1,14,3,33.9,0,1,0,3.3586313119258304
0.405405,1.739595,1,1,12,3,14.3,0,0,1,2.641421570789816
1.308045,1.388955,1,1,11,2,13.4,0,0,0,2.5689952186268696
1.11132,4.4213445,1,1,7,2,21.1,0,0,0,2.8089624323150884
0.592185,1.442815,0,1,12,3,16.8,0,0,0,2.704246861378462
2.073464,4.4213445,0,0,40,2,17.0,0,0,0,2.732749924868649
2.073464,4.4213445,0,1,28,2,33.9,0,0,0,3.3646866072077444
2.073464,3.205682,0,1,18,3,33.9,1,0,0,3.0115206977931366
0.74704,0.9823265,0,1,8,1,33.9,1,0,0,2.9396780889085123
2.073464,4.097184,0,1,26,2,33.9,0,0,0,3.158333840277581
2.073464,4.4213445,0,0,16,2,33.9,1,0,0,3.1783607139418644
0.808056,4.4213445,0,0,40,1,33.9,0,1,0,3.131802584847892
0.3876075,0.9823265,0,1,0,3,11.3,0,0,0,2.1299186755973434
2.073464,4.4213445,1,1,9,3,33.9,0,0,0,3.0914657162754544
1.203042,2.273958,0,1,29,1,27.3,0,0,0,2.93089755856381
1.203048,4.4213445,0,1,34,2,33.9,1,0,0,3.1684731195000446
0.922412,3.105588,0,0,15,4,28.3,0,0,1,2.8938831177615123
2.073464,3.454416,1,1,2,2,33.9,1,0,0,3.0259567506545086
0.3876075,0.9823265,0,0,3,1,11.3,0,0,0,2.2523032588823373
0.3876075,0.9823265,1,1,0,2,11.3,0,0,0,2.2523032588823373
0.3876075,1.688568,1,1,13,3,16.1,0,0,0,2.820505816466207
0.3876075,3.29728,0,1,12,1,33.9,0,1,0,2.988894688880724
0.3876075,0.9823265,1,1,2,1,11.3,0,0,0,2.408750132704112
0.48108,0.9823265,0,0,2,2,19.4,0,0,0,2.7187175674665944
0.478224,0.997776,1,0,2,4,11.3,0,1,0,2.287575489231605
0.4002,0.9823265,1,1,2,2,13.4,1,0,0,2.46003030879136
0.3876075,1.086304,1,0,0,1,11.3,0,0,0,2.2145185330389654
1.172115,2.670885,0,1,10,6,28.3,0,0,0,2.9810758698845845
2.073464,3.79566,0,1,17,1,33.9,1,0,0,2.956720021331736
0.63012,1.14988,0,0,0,2,11.3,0,0,0,2.351708521806686
0.3876075,3.76992,0,1,28,6,26.2,0,0,1,2.772447904688752
2.073464,4.4213445,0,1,44,1,33.9,0,0,0,3.097478579611526
2.073464,4.4213445,0,0,35,1,21.5,0,0,0,3.137250736446733
0.551485,1.483515,0,1,3,3,20.2,1,0,0,2.704246861378462
0.3876075,1.03509,0,0,7,3,11.3,0,1,0,2.1299186755973434
1.124475,3.660525,0,0,17,1,33.9,0,0,0,3.137250736446733
2.073464,3.599776,0,1,14,2,23.9,0,1,0,2.820505816466207
1.713306,0.9823265,1,0,3,1,11.3,1,0,0,2.3206286159024154
0.7276,0.9823265,0,1,16,2,11.3,0,1,0,2.351708521806686
1.200909,2.240091,1,0,0,2,14.3,1,0,0,2.6065744664362365
0.3876075,4.4213445,0,1,30,4,33.9,0,0,0,3.361671331542302
0.3876075,2.0748,0,0,11,1,18.2,1,0,0,2.772447904688752
0.6534,0.9966,0,1,13,2,15.3,0,0,1,2.5881508887538
1.4014,3.1486,0,1,16,2,33.9,0,0,0,3.158333840277581
0.3876075,0.9823265,0,0,8,2,11.3,0,0,1,2.287575489231605
0.3876075,0.9823265,0,1,22,3,23.2,0,0,0,2.784949218215684
0.47808,3.50592,0,1,24,3,28.1,0,0,0,2.842736942103692
2.073464,4.4213445,0,1,7,1,33.9,0,1,0,3.3646866072077444
0.676338,1.585662,0,1,0,1,11.3,0,0,0,2.08213820289468
